city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
krakow,1,32.98,1.0,2.0,5.0,2021.0,50.0722996,19.9556123,2.25,12.0,0.511,0.375,0.307,0.365,0.197,0.961,0.097,brick,1,1,1,1,0,0,742050
krakow,1,63.1,4.0,1.0,5.0,2022.0,50.0456069,19.9564951,1.68,31.0,0.303,0.555,0.332,0.59,0.055,1.064,0.121,brick,1,0,0,1,0,0,1543754
krakow,3,64.0,3.0,2.0,2.0,1929.0,50.04994699,19.92636681,1.05,23.0,0.15,0.648,0.155,0.18,0.014,0.892,0.152,brick,1,0,0,0,0,0,1190000
krakow,2,61.49,3.0,6.0,10.0,1975.0,50.011422,19.97263068,5.46,7.0,0.169,0.505,0.145,0.168,0.164,1.184,0.176,brick,1,1,1,1,0,1,629000
krakow,2,36.3,2.0,8.0,8.0,1970.0,50.0760889,19.9819561,3.87,17.0,0.289,0.863,0.144,0.23,0.029,1.915,0.346,concreteSlab,0,0,1,1,0,1,500000
krakow,3,94.2,4.0,5.0,5.0,1936.0,50.0577001,19.9263671,0.9,24.0,0.237,0.177,0.178,0.79,0.142,0.72,0.157,brick,1,0,0,1,0,1,1600000
krakow,2,60.0,3.0,1.0,4.0,1983.0,50.0182916,19.9869255,5.38,21.0,0.392,1.226,0.315,0.31,0.067,2.452,0.094,concreteSlab,0,0,1,1,0,1,550000
krakow,3,69.35,3.0,2.0,3.0,1908.0,50.0527298,19.9442186,0.5,149.0,0.104,0.626,0.278,0.294,0.02,0.629,0.06,brick,1,0,0,0,0,1,1700000
krakow,1,78.0,3.0,4.0,4.0,2009.0,50.08409,19.90352,4.06,12.0,0.102,0.989,0.06,0.207,0.3,1.393,0.428,brick,1,1,1,1,0,0,950000
krakow,1,65.5,3.0,4.0,5.0,1924.0,50.07345011,19.93606546,2.03,28.0,0.398,0.097,0.089,0.278,0.263,0.244,0.085,brick,1,0,1,1,0,0,1090000
krakow,2,50.1,2.0,12.0,14.0,2001.0,50.0704411,19.977133,3.23,8.0,0.476,0.546,0.25,0.088,0.424,1.264,0.313,brick,1,1,1,1,0,0,715000
krakow,1,48.15,2.0,2.0,2.0,2019.0,50.0930731,19.902582,4.92,3.0,0.813,0.723,0.855,0.114,0.501,2.218,0.201,brick,1,1,1,0,0,0,689000
krakow,3,61.44,2.0,3.0,3.0,1920.0,50.062369,19.928304,1.07,83.0,0.046,0.376,0.496,0.254,0.092,0.385,0.082,brick,0,0,0,0,0,0,769000
krakow,2,53.9,2.0,1.0,3.0,2005.0,50.0445213,19.91871646,1.85,5.0,0.362,1.054,0.911,0.294,0.558,0.078,0.431,brick,1,0,1,0,0,0,699000
krakow,2,142.0,6.0,3.0,4.0,1993.0,50.07279,19.90791,2.92,21.0,0.295,0.383,0.345,0.415,0.116,0.579,0.079,brick,1,0,0,0,0,1,1600000
krakow,3,145.0,5.0,4.0,5.0,1950.0,50.0551691,19.9274714,0.78,30.0,0.431,0.467,0.319,0.58,0.108,0.624,0.105,brick,1,0,1,1,0,1,1522500
krakow,2,49.15,2.0,5.0,5.0,2020.0,50.0472809,19.9407235,0.91,54.0,0.183,0.088,0.505,0.075,0.113,0.169,0.063,brick,1,1,1,1,0,0,1104701
krakow,2,130.0,6.0,3.0,4.0,2007.0,50.0295182,19.9680955,3.56,2.0,0.78,1.207,0.514,0.443,0.559,2.673,0.451,brick,0,0,1,0,0,0,1190000
krakow,2,52.17,2.0,6.0,7.0,1965.0,50.0735524,20.0309882,6.91,20.0,0.086,1.381,0.271,0.043,0.129,0.414,0.144,brick,0,0,1,1,0,1,540000
krakow,2,49.1,2.0,5.0,5.0,2021.0,50.0472529,19.9411286,0.91,55.0,0.171,0.059,0.509,0.092,0.115,0.194,0.04,brick,1,0,0,1,0,0,1104701
krakow,3,49.1,2.0,5.0,5.0,1930.0,50.047494,19.9419376,0.9,76.0,0.174,0.031,0.491,0.122,0.111,0.233,0.028,brick,1,0,1,1,0,0,1104701
krakow,3,110.0,4.0,3.0,3.0,1929.0,50.0732927,19.9323306,2.05,26.0,0.361,0.141,0.229,0.195,0.147,0.109,0.152,brick,0,0,0,0,0,1,1099000
krakow,2,73.3,3.0,7.0,7.0,2004.0,50.06322,19.93924,0.88,194.0,0.035,0.402,0.463,0.491,0.035,0.146,0.177,brick,0,1,0,1,0,0,1136100
krakow,3,77.43,3.0,3.0,5.0,1929.0,50.0711,19.9172,2.32,32.0,0.233,0.22,0.19,0.114,0.144,0.183,0.09,brick,1,0,1,1,0,1,1050000
krakow,3,135.51,4.0,1.0,4.0,1930.0,50.0711,19.9172,2.32,32.0,0.233,0.22,0.19,0.114,0.144,0.183,0.09,brick,1,0,1,0,0,0,1500000
krakow,3,74.23,4.0,2.0,4.0,1929.0,50.0605,19.9417,0.62,171.0,0.167,0.506,0.134,0.217,0.072,0.496,0.134,brick,1,0,0,0,0,1,1168000
krakow,3,130.0,6.0,3.0,3.0,1906.0,50.0698411,19.9358211,1.63,37.0,0.095,0.471,0.209,0.264,0.105,0.349,0.085,brick,0,0,0,0,0,1,1200000
krakow,1,61.0,2.0,5.0,5.0,2007.0,50.0798705,19.9725526,3.66,20.0,0.071,0.86,0.09,0.088,0.046,1.855,0.105,brick,1,0,0,1,0,0,570000
krakow,1,59.0,2.0,1.0,6.0,2009.0,50.04172,19.95214,1.8,29.0,0.136,0.94,0.336,0.121,0.286,1.192,0.447,brick,1,0,0,1,0,0,885000
poznan,1,53.38,3.0,1.0,3.0,2023.0,52.39805556,16.87555556,4.22,7.0,0.549,0.86,0.66,0.117,0.311,2.499,0.199,brick,1,1,1,1,0,1,650000
poznan,1,70.85,3.0,7.0,9.0,2023.0,52.4172026795497,16.8953455259206,2.92,8.0,0.088,0.9,0.832,0.156,0.516,1.643,0.372,brick,0,1,0,1,0,0,803111
poznan,1,41.85,2.0,3.0,5.0,2023.0,52.404581,16.948905,0.98,1.0,0.677,0.665,0.792,0.636,0.305,0.524,0.608,brick,1,1,1,1,1,1,584990
poznan,2,51.0,2.0,1.0,3.0,2006.0,52.453710490806,16.9531607437885,5.23,8.0,0.319,0.958,0.585,0.089,0.409,4.49,0.365,brick,1,1,1,0,1,0,637500
poznan,2,37.79,2.0,3.0,3.0,2022.0,52.3884024,16.9145469,2.59,13.0,0.291,0.205,0.19,0.275,0.425,0.679,0.12,brick,1,0,0,0,0,0,470000
poznan,3,84.9,3.0,3.0,5.0,1902.0,52.38742656,16.9127722,2.75,12.0,0.437,0.24,0.17,0.436,0.586,0.811,0.136,brick,0,0,1,0,0,1,458000
poznan,1,65.0,3.0,4.0,5.0,2013.0,52.4119988,16.9084008,1.9,44.0,0.064,0.825,0.207,0.233,0.075,0.586,0.168,brick,1,1,1,1,0,0,858000
poznan,2,57.8,3.0,1.0,4.0,2000.0,52.3966727,16.9255139,1.42,33.0,0.261,0.434,0.048,0.238,0.05,0.205,0.068,brick,1,1,1,0,0,0,679000
poznan,3,84.06,3.0,4.0,5.0,1901.0,52.3958981,16.8979631,2.88,31.0,0.288,0.336,0.299,0.365,0.164,1.235,0.18,brick,0,0,0,1,0,0,453000
poznan,1,53.0,2.0,5.0,5.0,2016.0,52.406374,16.9251681,0.73,100.0,0.202,0.526,0.388,0.349,0.04,0.713,0.112,brick,1,1,1,1,0,0,742000
poznan,2,65.0,3.0,2.0,4.0,1995.0,52.456744,16.90560438,5.8,11.0,0.264,0.74,0.29,0.572,0.341,3.153,0.02,concreteSlab,1,0,1,0,0,1,690000
poznan,2,37.4,2.0,2.0,4.0,1975.0,52.4123726,16.844503,6.2,0.0,1.456,0.951,0.918,1.052,1.222,3.358,0.805,brick,0,0,0,0,0,1,360000
poznan,3,100.4,4.0,1.0,4.0,1910.0,52.39064469,16.91916934,2.22,22.0,0.221,0.49,0.033,0.139,0.033,0.474,0.119,brick,0,0,0,0,0,0,646000
poznan,3,47.85,3.0,3.0,5.0,1912.0,52.3958311362183,16.9211228813787,1.66,36.0,0.327,0.647,0.1,0.225,0.057,0.183,0.089,brick,0,0,0,0,1,0,421080
poznan,1,49.06,3.0,4.0,4.0,2022.0,52.446043,16.8956848,5.03,6.0,0.695,0.546,0.341,0.276,0.274,1.788,0.304,brick,1,1,1,1,0,0,629000
poznan,1,70.92,4.0,2.0,4.0,2008.0,52.39442637,16.98454857,3.64,9.0,0.495,0.97,0.399,0.387,0.196,2.327,0.195,brick,1,0,1,0,0,0,809000
poznan,1,43.0,2.0,2.0,4.0,2023.0,52.38549,16.85492,6.01,6.0,0.714,1.023,0.37,0.493,0.353,0.528,0.49,brick,1,1,1,1,0,1,579000
poznan,2,59.9,3.0,2.0,4.0,1989.0,52.3855673,16.9617414,3.05,5.0,0.583,0.787,0.237,0.401,0.451,2.45,0.242,concreteSlab,0,0,1,0,0,1,480000
poznan,2,73.5,4.0,4.0,4.0,1984.0,52.4510747,16.9240192,4.87,11.0,0.413,0.49,0.179,0.267,0.162,3.55,0.233,concreteSlab,0,0,0,0,0,1,560000
poznan,3,58.8,2.0,3.0,5.0,1960.0,52.4110468,16.9229494,0.93,50.0,0.112,0.933,0.572,0.224,0.217,0.517,0.169,brick,1,0,0,1,0,1,590000
poznan,3,56.0,2.0,1.0,4.0,1919.0,52.387893,16.9203642,2.45,19.0,0.253,0.585,0.286,0.339,0.295,0.786,0.186,brick,0,0,1,0,0,1,458000
poznan,2,64.52,3.0,8.0,11.0,1979.0,52.3910174,16.8653743,5.12,14.0,0.227,0.195,0.776,0.449,0.499,1.455,0.089,concreteSlab,1,1,1,1,0,1,599000
poznan,1,65.08,3.0,5.0,5.0,2017.0,52.38012468,16.9160378,3.36,5.0,0.557,0.41,0.319,1.13,0.35,1.3,0.43,brick,1,1,1,1,0,0,790000
poznan,1,45.51,2.0,13.0,17.0,2022.0,52.3901295,16.9535909,2.32,16.0,0.098,0.687,0.051,0.368,0.338,2.158,0.085,brick,1,1,1,1,0,0,640000
poznan,1,38.0,2.0,1.0,1.0,2019.0,52.4042925226034,16.8633866989241,4.91,14.0,0.364,0.284,0.289,0.607,0.054,2.673,0.243,brick,1,0,1,1,1,0,569000
poznan,3,113.0,5.0,2.0,4.0,1901.0,52.400385,16.9044892,2.27,22.0,0.324,0.623,0.111,0.902,0.144,1.024,0.07,brick,1,0,1,0,0,1,1190000
poznan,3,79.5,4.0,2.0,2.0,1920.0,52.3767767,16.9067985,3.97,1.0,0.513,0.792,0.621,0.895,0.674,0.879,0.484,brick,0,0,0,0,0,0,450000
poznan,3,123.7,6.0,2.0,4.0,1905.0,52.38529039,16.91533539,2.86,12.0,0.254,0.322,0.161,0.567,0.421,1.019,0.145,brick,0,0,0,0,0,1,656000
poznan,3,64.0,2.0,2.0,3.0,1905.0,52.4081138,16.9008463,2.36,41.0,0.274,0.278,0.475,0.341,0.142,1.028,0.284,brick,1,0,0,0,0,1,669000
poznan,2,92.0,3.0,4.0,4.0,2004.0,52.4576439,16.8811235,6.65,4.0,0.937,1.458,0.153,0.608,0.144,2.792,0.159,brick,1,0,1,0,0,1,969000
poznan,1,84.2,3.0,2.0,4.0,2008.0,52.40337205,16.89456564,2.83,25.0,0.376,0.235,0.849,1.012,0.046,1.59,0.098,brick,1,0,1,0,0,0,999000
poznan,2,84.8,4.0,3.0,3.0,2012.0,52.40711502,16.9376725,0.17,116.0,0.163,0.409,0.07,0.363,0.036,0.364,0.033,brick,1,0,1,1,0,0,850000
poznan,3,140.0,5.0,3.0,5.0,1900.0,52.3922,16.9195,2.06,24.0,0.206,0.578,0.074,0.209,0.072,0.344,0.083,brick,0,0,1,0,0,0,810000
poznan,3,140.0,5.0,3.0,5.0,1900.0,52.3922,16.9195,2.06,24.0,0.206,0.578,0.074,0.209,0.072,0.344,0.083,brick,0,0,1,0,0,0,810000
poznan,2,65.4,3.0,9.0,11.0,1982.0,52.3921396,16.8636834,5.18,17.0,0.242,0.284,0.724,0.46,0.331,1.476,0.187,concreteSlab,0,0,1,1,0,1,437000
poznan,3,101.7,3.0,2.0,4.0,1930.0,52.4068199,16.9012379,2.33,29.0,0.205,0.382,0.598,0.427,0.066,1.031,0.168,brick,1,1,0,0,0,1,1020000
poznan,3,98.9,5.0,1.0,4.0,1920.0,52.4029998,16.903429,2.25,23.0,0.116,0.573,0.339,0.779,0.139,1.1,0.326,brick,0,0,1,0,0,1,849000
poznan,3,98.9,5.0,1.0,4.0,1920.0,52.4029998,16.903429,2.25,23.0,0.116,0.573,0.339,0.779,0.139,1.1,0.326,brick,0,0,1,0,0,1,839000
poznan,2,48.95,2.0,15.0,16.0,1980.0,52.3908988,16.9704989,3.03,6.0,0.107,0.513,0.308,0.116,0.466,2.533,0.291,concreteSlab,1,0,1,1,0,1,419000
poznan,3,139.49,6.0,3.0,5.0,1900.0,52.3955,16.9249,1.56,32.0,0.386,0.571,0.167,0.307,0.116,0.264,0.158,brick,0,0,1,0,0,1,810000
poznan,3,127.73,4.0,1.0,4.0,1912.0,52.4092,16.9382,0.23,98.0,0.14,0.312,0.242,0.142,0.085,0.157,0.037,brick,1,0,0,0,0,1,1002000
bialystok,2,83.1,4.0,4.0,4.0,1991.0,53.1372677,23.1683069,1.6,41.0,0.092,0.66,0.306,0.253,0.002,0.363,0.106,brick,0,0,1,0,0,1,530000
bialystok,2,57.86,3.0,3.0,4.0,1974.0,53.14311623,23.17746034,2.41,19.0,0.096,0.367,0.073,0.193,0.17,0.536,0.087,concreteSlab,0,0,1,0,0,1,420000
bialystok,1,67.55,3.0,7.0,13.0,2012.0,53.12349577,23.1717968,2.08,28.0,0.121,0.197,0.195,0.205,0.108,0.765,0.067,brick,1,1,0,1,0,1,698000
bialystok,2,47.0,2.0,3.0,4.0,1965.0,53.12519575,23.17128198,1.96,24.0,0.221,0.167,0.041,0.133,0.083,0.66,0.025,brick,0,0,1,0,0,1,434000
bialystok,2,46.2,2.0,8.0,10.0,1973.0,53.1373096,23.1216873,1.63,7.0,0.345,0.707,0.905,0.187,0.136,1.332,0.289,concreteSlab,0,0,1,1,0,0,310000
bialystok,2,67.3,3.0,3.0,4.0,1989.0,53.1225756,23.0975046,3.4,15.0,0.325,1.539,0.2,0.281,0.32,1.783,0.215,concreteSlab,0,0,1,0,0,1,439000
bialystok,2,59.8,3.0,2.0,10.0,1988.0,53.144,23.1158,2.29,7.0,0.379,0.608,0.173,0.2,0.221,2.005,0.593,concreteSlab,0,1,1,1,0,1,399000
bialystok,2,38.1,2.0,3.0,4.0,2001.0,53.1055193,23.1153354,3.68,2.0,0.465,1.017,0.688,0.618,0.716,2.082,0.144,brick,0,0,1,0,0,1,335000
bialystok,2,67.3,3.0,3.0,3.0,1991.0,53.1300936,23.09131122,3.62,8.0,0.284,0.638,0.41,0.283,0.077,2.314,0.069,brick,0,0,1,0,0,1,374000
bialystok,2,65.6,4.0,11.0,11.0,1975.0,53.1404743,23.1408449,0.85,15.0,0.078,0.243,0.484,0.262,0.165,0.711,0.247,concreteSlab,1,0,0,1,0,1,580000
bialystok,2,48.0,3.0,3.0,4.0,1977.0,53.1390422,23.1856514,2.77,11.0,0.348,0.602,0.576,0.194,0.471,0.957,0.326,concreteSlab,0,0,1,0,0,1,340000
bialystok,1,57.84,3.0,3.0,8.0,2013.0,53.1401197,23.1067808,2.67,8.0,0.667,1.309,0.385,0.291,0.394,2.185,0.372,brick,1,1,0,1,0,0,599000
bialystok,2,46.09,2.0,4.0,8.0,2012.0,53.13935698,23.10167313,2.98,3.0,0.918,1.33,0.567,0.093,0.141,2.319,0.13,brick,1,0,0,1,0,0,485000
bialystok,2,48.6,3.0,4.0,4.0,1975.0,53.12016233,23.14098358,1.49,9.0,0.167,0.871,0.211,0.126,0.31,1.18,0.199,concreteSlab,0,1,1,0,0,1,365000
bialystok,2,48.5,3.0,2.0,4.0,1980.0,53.1492765,23.1222919,2.34,28.0,0.216,0.421,0.41,0.345,0.25,2.097,0.174,concreteSlab,0,0,1,0,0,1,375000
bialystok,2,37.9,2.0,2.0,10.0,1977.0,53.1324803,23.1374984,0.53,14.0,0.324,0.325,0.19,0.211,0.338,0.289,0.096,concreteSlab,0,1,1,1,0,1,309000
bialystok,2,41.8,2.0,2.0,4.0,1973.0,53.1410235,23.1372475,1.01,19.0,0.232,0.053,0.239,0.181,0.083,0.81,0.021,brick,0,1,1,0,0,1,315000
bialystok,3,47.61,2.0,1.0,3.0,1958.0,53.1327673,23.1512825,0.41,55.0,0.212,0.356,0.266,0.105,0.02,0.413,0.121,brick,0,0,1,0,0,1,380000
bialystok,2,60.0,2.0,2.0,3.0,2004.0,53.1100621,23.1271393,2.86,12.0,0.594,0.395,0.366,0.101,0.306,1.504,0.23,brick,1,0,1,0,0,1,489000
bialystok,3,54.0,2.0,3.0,3.0,1955.0,53.1337122,23.1513515,0.41,51.0,0.154,0.351,0.223,0.168,0.092,0.399,0.072,brick,0,1,0,0,0,1,399000
bialystok,2,39.8,2.0,3.0,3.0,1997.0,53.11244485,23.14300952,2.33,11.0,0.515,0.537,0.352,0.339,0.204,1.755,0.116,brick,0,0,1,0,0,1,375000
bialystok,3,77.17,3.0,3.0,3.0,1950.0,53.1346389,23.16042584,1.02,65.0,0.3,0.059,0.265,0.049,0.021,0.861,0.076,brick,0,0,1,0,0,1,698000
bialystok,2,41.3,2.0,6.0,7.0,2019.0,53.1321172,23.1368008,0.58,12.0,0.347,0.387,0.208,0.191,0.364,0.35,0.158,brick,1,1,0,1,0,0,494500
bialystok,2,70.0,3.0,4.0,4.0,2010.0,53.11333333,23.14583333,2.23,8.0,0.712,0.749,0.534,0.551,0.149,1.832,0.105,brick,1,0,1,0,0,1,599000
bialystok,2,54.21,3.0,2.0,4.0,1969.0,53.14077246,23.13122463,1.25,20.0,0.165,0.398,0.168,0.298,0.465,0.985,0.16,brick,0,0,1,0,0,1,345000
bialystok,2,41.7,2.0,2.0,2.0,1995.0,53.1520277,23.1489588,2.09,7.0,0.452,1.453,0.87,0.287,0.423,1.795,0.415,brick,0,0,1,0,0,1,399000
bialystok,3,44.75,2.0,2.0,3.0,1956.0,53.12349577,23.1717968,2.08,28.0,0.121,0.197,0.195,0.205,0.108,0.765,0.067,brick,1,0,0,0,0,0,499000
bialystok,1,64.64,3.0,2.0,3.0,2012.0,53.1257628,23.2071285,4.21,0.0,0.657,0.55,0.793,0.741,0.541,2.86,0.52,brick,1,1,0,0,0,0,640000
bialystok,2,48.2,2.0,4.0,4.0,1974.0,53.13471768,23.18925905,2.94,13.0,0.111,0.566,0.137,0.17,0.191,1.327,0.159,concreteSlab,1,0,1,0,0,1,375000
bialystok,2,50.62,2.0,3.0,4.0,1950.0,53.1350041,23.16189291,1.13,62.0,0.232,0.164,0.337,0.064,0.104,0.771,0.138,brick,0,0,1,0,0,0,350000
bialystok,1,61.5,2.0,5.0,8.0,2009.0,53.1410235,23.1372475,1.01,19.0,0.232,0.053,0.239,0.181,0.083,0.81,0.021,brick,1,0,0,1,0,0,545000
bialystok,1,80.52,4.0,1.0,15.0,2010.0,53.1571275,23.1517205,2.68,5.0,0.454,1.739,1.314,0.233,0.088,2.126,0.674,brick,1,1,1,1,0,0,750000
bialystok,2,61.3,3.0,1.0,4.0,1992.0,53.1191661,23.09226387,3.87,6.0,0.273,1.718,0.531,0.422,0.15,2.183,0.304,concreteSlab,0,0,1,0,0,0,399000
bialystok,2,69.3,3.0,1.0,5.0,2012.0,53.15557075,23.15382408,2.54,6.0,0.235,1.731,1.091,0.066,0.096,1.906,0.47,brick,1,1,1,1,0,1,615000
bialystok,2,73.0,3.0,6.0,7.0,1991.0,53.1096258,23.1310357,2.8,12.0,0.467,0.292,0.482,0.061,0.074,1.606,0.457,concreteSlab,0,0,1,1,0,1,520000
bialystok,2,72.0,4.0,1.0,6.0,1992.0,53.10784345,23.12263788,3.21,12.0,0.33,0.587,0.207,0.23,0.448,1.741,0.137,concreteSlab,0,0,1,1,0,0,460000
bialystok,2,57.9,4.0,3.0,4.0,1971.0,53.12964715,23.18428348,2.64,19.0,0.075,0.133,0.196,0.052,0.247,1.434,0.097,concreteSlab,0,0,1,0,0,0,350000
bialystok,2,48.6,2.0,6.0,11.0,1979.0,53.1410479,23.1673583,1.71,23.0,0.061,0.624,0.145,0.07,0.111,0.068,0.228,concreteSlab,0,0,1,1,0,1,309000
bialystok,2,87.0,3.0,1.0,4.0,1996.0,53.1117803,23.1427442,2.4,12.0,0.449,0.484,0.358,0.3,0.271,1.795,0.189,brick,1,1,1,0,0,1,693000
bialystok,1,50.0,2.0,12.0,14.0,2012.0,53.1418696,23.1580691,1.28,8.0,0.25,0.486,0.456,0.344,0.149,0.692,0.597,brick,1,0,1,1,0,1,625000
bialystok,2,89.6,4.0,3.0,4.0,1987.0,53.1192285,23.0993227,3.44,12.0,0.202,1.782,0.155,0.074,0.322,1.725,0.144,concreteSlab,0,0,1,0,0,1,460000
bialystok,1,49.63,2.0,7.0,7.0,2012.0,53.1463616,23.1329616,1.66,16.0,0.233,0.45,0.583,0.231,0.176,1.465,0.157,brick,1,0,1,1,0,1,486000
bialystok,2,54.1,3.0,2.0,3.0,1972.0,53.1405149,23.1618405,1.36,20.0,0.183,0.454,0.25,0.073,0.241,0.43,0.376,brick,0,0,1,0,0,1,459000
bialystok,2,55.0,3.0,2.0,3.0,1998.0,53.10968979,23.13085436,2.8,12.0,0.477,0.305,0.477,0.074,0.085,1.596,0.448,brick,1,0,1,0,0,1,499000
bialystok,2,54.4,3.0,1.0,4.0,1969.0,53.1416085,23.13163156,1.29,21.0,0.144,0.389,0.146,0.322,0.37,1.041,0.162,brick,0,1,1,0,0,1,350000
bialystok,1,66.09,3.0,12.0,15.0,2017.0,53.1502144,23.1599146,2.12,5.0,0.474,1.049,0.375,0.515,0.241,1.188,0.348,brick,1,0,1,1,0,1,749000
bialystok,2,58.45,4.0,5.0,11.0,1976.0,53.1178001,23.1367132,1.82,7.0,0.075,0.894,0.514,0.151,0.238,1.047,0.49,concreteSlab,0,0,1,1,0,1,420000
bialystok,2,64.7,3.0,4.0,10.0,1988.0,53.1368458,23.1524025,0.62,29.0,0.201,0.305,0.328,0.179,0.314,0.573,0.043,brick,0,0,1,1,0,1,420000
bialystok,2,75.0,4.0,3.0,4.0,1997.0,53.13266292,23.18389893,2.58,32.0,0.321,0.336,0.261,0.263,0.248,1.164,0.254,brick,0,0,1,0,0,1,524000
bialystok,2,54.0,3.0,4.0,4.0,1977.0,53.1399724,23.1652407,1.52,31.0,0.084,0.602,0.043,0.147,0.27,0.222,0.263,brick,0,0,1,0,0,1,349000
bialystok,2,32.1,2.0,3.0,4.0,1977.0,53.14137518,23.17242883,2.02,28.0,0.245,0.446,0.44,0.288,0.091,0.172,0.112,concreteSlab,0,0,0,0,0,1,310000
bialystok,2,57.9,4.0,4.0,4.0,1978.0,53.1286489,23.1409733,0.6,9.0,0.15,0.466,0.316,0.231,0.484,0.604,0.511,concreteSlab,0,0,1,0,0,1,420000
gdansk,3,57.8,2.0,2.0,3.0,1925.0,54.3438828840913,18.6492688063269,0.7,10.0,0.115,0.401,0.559,0.392,0.353,1.29,0.043,brick,0,1,0,0,1,1,667000
gdansk,2,60.1,3.0,2.0,4.0,1985.0,54.3593288750927,18.5734311221428,5.36,9.0,0.111,1.349,0.271,0.182,0.287,3.076,0.282,concreteSlab,1,0,1,0,0,1,739000
gdansk,2,68.4,3.0,3.0,4.0,2008.0,54.39366047873644,18.59189649450341,6.38,23.0,0.184,1.186,0.329,0.103,0.259,1.917,0.309,brick,1,1,1,1,0,0,959000
gdansk,2,49.0,2.0,2.0,3.0,2009.0,54.3491000903174,18.5687913146032,5.55,5.0,0.786,1.269,0.272,0.152,0.547,4.134,0.458,brick,1,0,1,0,1,1,660000
gdansk,1,64.49,3.0,5.0,5.0,2022.0,54.3986679,18.646464,5.51,8.0,0.542,0.436,1.275,0.355,0.321,2.816,0.392,brick,1,1,1,1,0,1,1218087
gdansk,3,65.0,3.0,1.0,4.0,1901.0,54.3401141,18.6541909,1.03,8.0,0.338,0.238,0.299,0.615,0.175,1.598,0.503,brick,1,0,0,0,0,1,969000
gdansk,2,64.0,3.0,2.0,10.0,1980.0,54.35466,18.65311,0.59,79.0,0.226,0.373,0.249,0.193,0.145,0.178,0.274,concreteSlab,0,0,0,1,0,0,590000
gdansk,3,85.5,3.0,3.0,3.0,1930.0,54.3569963,18.6558393,0.85,36.0,0.093,0.327,0.221,0.309,0.221,0.371,0.246,brick,1,0,0,0,0,1,960000
gdansk,2,40.0,2.0,4.0,4.0,2019.0,54.3307415,18.5650524,6.15,9.0,0.502,1.758,0.077,0.134,0.066,2.623,0.525,brick,1,1,0,0,0,0,560000
gdansk,2,46.0,2.0,5.0,10.0,1978.0,54.4020052,18.6596262,5.86,5.0,0.167,1.203,0.74,0.488,0.849,3.611,0.178,brick,0,1,1,1,0,1,499000
gdansk,1,59.0,2.0,1.0,3.0,2011.0,54.4251443,18.5944089,9.28,4.0,0.635,0.771,0.972,0.439,0.116,1.74,0.787,brick,1,1,0,1,0,0,1420000
gdansk,3,25.12,1.0,2.0,3.0,1960.0,54.3477524,18.65128965,0.27,117.0,0.346,0.654,0.154,0.067,0.035,0.857,0.147,brick,1,0,0,0,0,0,585000
gdansk,1,43.0,2.0,1.0,5.0,2022.0,54.3822925,18.5908711,5.51,31.0,0.31,0.478,0.59,0.157,0.11,1.116,0.229,brick,1,1,0,1,0,1,989000
gdansk,3,91.44,4.0,1.0,5.0,1920.0,54.3809,18.6002,4.96,38.0,0.306,0.147,0.153,0.463,0.049,0.499,0.051,brick,0,0,1,0,0,0,1100000
gdansk,2,55.21,3.0,5.0,5.0,2012.0,54.34227,18.55314,6.61,4.0,0.546,2.459,0.383,0.169,0.401,4.043,0.864,brick,1,1,1,1,0,1,699000
gdansk,2,46.0,3.0,1.0,3.0,2012.0,54.308242241894,18.5929939974748,6.06,3.0,0.94,2.888,0.429,0.673,0.376,1.45,0.444,brick,1,0,1,0,0,0,569000
gdansk,1,59.0,2.0,1.0,3.0,2011.0,54.42252,18.60069,8.85,3.0,0.637,1.037,0.913,0.702,0.133,1.98,0.929,brick,1,1,0,1,0,0,1470000
gdansk,2,79.3,4.0,3.0,4.0,2016.0,54.33290635,18.55072578,6.97,3.0,1.314,2.648,0.973,0.165,0.737,3.12,0.484,brick,0,1,1,1,0,1,699000
gdansk,3,55.0,2.0,2.0,3.0,1918.0,54.3589104,18.70834165,3.65,7.0,0.382,3.72,0.148,0.482,1.568,2.487,0.303,brick,1,0,0,0,0,1,429000
gdansk,2,42.0,2.0,3.0,3.0,2019.0,54.3456465,18.5303984,8.05,1.0,1.385,1.313,0.329,0.532,0.52,4.993,0.752,brick,1,1,1,0,0,1,499999
gdansk,1,83.0,4.0,3.0,11.0,2017.0,54.4000315,18.6048613,6.48,16.0,0.226,1.534,0.141,0.119,0.165,2.359,0.218,brick,1,0,1,1,0,0,1295000
gdansk,2,41.04,2.0,4.0,6.0,2023.0,54.3539851122717,18.5808490070266,4.8,9.0,0.367,0.595,0.236,0.154,0.182,3.245,0.454,brick,1,1,1,1,0,1,745000
gdansk,1,44.0,2.0,6.0,17.0,2017.0,54.41055145,18.59592267,7.79,30.0,0.151,1.254,0.232,0.125,0.073,1.707,0.181,brick,1,1,1,1,0,0,747000
gdansk,2,42.0,2.0,10.0,10.0,1978.0,54.3795107,18.5886854,5.42,31.0,0.407,0.641,0.368,0.284,0.124,1.192,0.343,concreteSlab,1,0,1,1,0,0,670000
