city,type,squareMeters,rooms,floor,floorCount,buildYear,latitude,longitude,centreDistance,poiCount,schoolDistance,clinicDistance,postOfficeDistance,kindergartenDistance,restaurantDistance,collegeDistance,pharmacyDistance,buildingMaterial,condition,hasParkingSpace,hasBalcony,hasElevator,hasSecurity,hasStorageRoom,price
krakow,3,97.73,5.0,3.0,3.0,1900.0,50.0641165,19.9335157,1.04,176.0,0.158,0.077,0.14,0.291,0.059,0.19,0.009,brick,0,0,0,0,0,0,1140000
krakow,2,62.4,3.0,4.0,4.0,1985.0,50.023866,19.9738942,4.32,4.0,0.193,0.996,0.886,0.524,0.189,2.251,0.395,concreteSlab,1,1,1,0,0,1,749000
krakow,2,72.0,4.0,3.0,10.0,1984.0,50.0815605,19.9733352,3.84,20.0,0.172,0.941,0.184,0.156,0.078,2.05,0.079,concreteSlab,0,0,1,1,0,1,929000
krakow,3,46.6,2.0,1.0,4.0,1910.0,50.0587511,19.9463652,0.68,63.0,0.28,0.342,0.249,0.257,0.086,0.714,0.173,brick,0,0,1,0,0,1,749000
krakow,1,48.45,3.0,3.0,4.0,2022.0,50.02767064,20.04948235,8.5,2.0,1.158,3.831,0.485,0.46,0.572,3.336,0.771,brick,1,1,1,1,0,0,629000
krakow,2,62.5,3.0,6.0,10.0,1993.0,50.0154062,19.99831186,6.16,11.0,0.231,0.402,0.212,0.424,0.575,2.487,0.241,brick,0,0,1,1,0,0,675000
krakow,1,60.56,3.0,2.0,3.0,2006.0,50.0173381,19.9251042,4.33,10.0,0.187,0.245,0.163,0.133,0.554,2.652,0.198,brick,1,1,1,0,0,1,798000
krakow,2,34.5,2.0,3.0,3.0,2005.0,50.00876815,19.96370471,5.48,19.0,0.345,0.401,0.29,0.167,0.23,0.484,0.138,brick,0,0,1,0,0,1,490000
krakow,3,56.0,3.0,1.0,4.0,1920.0,50.0561641,19.944199,0.42,115.0,0.046,0.667,0.319,0.297,0.102,0.578,0.138,brick,0,0,0,0,0,0,945000
krakow,3,46.0,2.0,4.0,4.0,1920.0,50.06650925,19.95697409,1.82,30.0,0.295,0.339,0.031,0.605,0.038,0.407,0.43,brick,1,0,1,0,0,0,950000
krakow,2,55.95,2.0,5.0,6.0,1962.0,50.0580096,19.9284227,0.78,31.0,0.11,0.215,0.033,0.728,0.048,0.591,0.093,brick,0,1,1,1,0,1,900000
krakow,2,70.0,3.0,5.0,5.0,1993.0,50.0739632,19.9176286,2.55,31.0,0.275,0.108,0.11,0.026,0.1,0.194,0.126,brick,1,1,0,1,0,1,1029000
krakow,1,125.0,4.0,1.0,1.0,2002.0,50.0708422,19.8832608,4.3,2.0,0.53,1.138,0.757,0.79,0.39,0.852,0.733,brick,1,1,1,0,0,0,1500000
krakow,2,57.0,3.0,6.0,10.0,1972.0,50.0907799,20.0180637,6.92,23.0,0.17,0.257,0.27,0.254,0.032,1.116,0.264,concreteSlab,0,1,1,1,0,1,680000
krakow,2,35.0,1.0,3.0,3.0,2005.0,50.0105051,19.9648826,5.33,14.0,0.506,0.541,0.166,0.045,0.036,0.671,0.213,brick,0,1,1,0,0,1,490000
krakow,1,75.0,3.0,6.0,7.0,2016.0,50.0646501,19.9449799,1.14,94.0,0.217,0.403,0.102,0.623,0.042,0.484,0.055,brick,1,1,1,1,0,1,1280000
krakow,3,76.0,3.0,3.0,3.0,1920.0,50.0683634,19.9451469,1.53,45.0,0.193,0.516,0.081,0.558,0.11,0.666,0.063,brick,1,0,0,0,0,0,1215000
krakow,1,30.09,1.0,6.0,7.0,2021.0,50.0852444,19.8871137,4.95,13.0,0.375,0.427,0.525,0.014,0.078,1.478,0.466,brick,1,1,1,1,0,0,499000
krakow,2,142.0,6.0,3.0,4.0,1993.0,50.069974,19.925337,1.88,32.0,0.322,0.485,0.383,0.432,0.055,0.614,0.087,brick,1,0,0,0,0,1,1520000
krakow,2,74.0,3.0,12.0,13.0,2010.0,50.0904816,19.9744737,4.68,17.0,0.322,1.278,0.687,0.071,0.083,2.032,0.133,brick,1,1,0,1,0,0,1060000
krakow,2,67.3,3.0,4.0,4.0,1995.0,50.0991,19.9824,5.79,1.0,1.121,1.977,0.746,0.47,0.532,1.611,0.766,brick,1,1,0,0,0,1,789000
krakow,1,67.9,3.0,2.0,5.0,2014.0,50.0121039,19.8902776,5.91,7.0,0.468,0.813,0.774,0.301,0.268,4.062,0.264,brick,1,0,1,1,0,0,1080000
krakow,2,48.0,3.0,5.0,5.0,2002.0,50.0863,19.9454,3.48,13.0,0.473,0.144,0.213,0.226,0.274,1.146,0.192,brick,1,0,1,0,0,0,720000
krakow,1,49.0,3.0,2.0,6.0,2015.0,50.07724285,20.02123085,6.39,20.0,0.197,1.718,0.309,0.273,0.278,0.903,0.296,brick,1,0,1,1,0,0,779000
krakow,2,67.26,3.0,2.0,2.0,2008.0,50.1012,19.8724,6.95,0.0,1.001,0.969,1.537,1.617,1.834,3.529,2.046,brick,1,1,1,0,0,1,850000
krakow,2,37.0,2.0,2.0,4.0,2019.0,50.0003,19.8941,6.89,5.0,0.315,0.974,0.201,0.183,0.201,4.621,0.141,brick,1,0,1,1,0,0,670000
krakow,3,55.85,4.0,3.0,3.0,1918.0,50.0567673,19.9425266,0.33,102.0,0.163,0.684,0.308,0.213,0.113,0.466,0.27,brick,0,0,0,0,0,0,940000
krakow,2,66.0,3.0,1.0,4.0,1980.0,50.1039,20.0094,7.41,6.0,0.677,1.463,0.349,0.2,0.171,1.324,0.334,brick,0,0,1,0,0,1,790000
krakow,1,64.0,2.0,2.0,5.0,2014.0,50.0713956,19.954938,2.14,14.0,0.444,0.328,0.414,0.4,0.252,0.899,0.174,brick,1,1,1,1,0,0,1270000
krakow,1,72.0,3.0,1.0,1.0,2020.0,50.04558735,19.93309427,1.15,16.0,0.382,0.658,0.135,0.19,0.103,0.507,0.164,brick,1,0,1,1,0,0,1600000
krakow,2,40.31,2.0,2.0,5.0,1955.0,50.074527,20.039926,7.55,29.0,0.17,1.068,0.479,0.104,0.158,0.5,0.038,brick,0,0,1,1,0,1,485000
krakow,2,64.71,4.0,8.0,10.0,1970.0,50.0873488,19.96742722,4.12,22.0,0.205,0.669,0.228,0.088,0.128,2.554,0.232,concreteSlab,0,1,1,1,0,0,790000
krakow,3,40.0,2.0,1.0,3.0,1932.0,50.0595034,19.9487795,0.87,50.0,0.114,0.195,0.282,0.404,0.108,0.642,0.053,brick,1,0,0,1,0,1,885000
krakow,1,48.56,2.0,10.0,10.0,2017.0,50.0582265,19.9716338,2.39,10.0,0.638,0.484,0.306,0.471,0.345,0.998,0.333,brick,1,1,0,1,0,0,990000
krakow,1,48.87,2.0,1.0,5.0,2016.0,50.05386785,19.98431101,3.28,0.0,0.697,1.5,0.817,0.587,0.926,2.001,0.811,brick,1,1,1,1,0,0,697000
krakow,1,84.36,4.0,1.0,5.0,2023.0,50.1011867,19.95451,5.23,3.0,0.544,0.983,0.533,0.344,0.035,2.631,0.507,brick,1,1,0,1,0,0,1250000
krakow,2,57.0,3.0,7.0,10.0,1978.0,50.074908,19.91213,2.88,24.0,0.312,0.336,0.429,0.425,0.084,0.381,0.1,concreteSlab,0,0,0,1,0,1,1100000
krakow,1,54.2,2.0,1.0,3.0,2015.0,50.0744832,20.0533977,8.48,8.0,0.108,1.1,0.379,0.3,0.758,1.417,0.529,brick,1,1,1,1,0,0,830000
krakow,2,49.9,2.0,6.0,11.0,1965.0,50.0769858,19.98184318,3.93,17.0,0.343,0.963,0.091,0.284,0.072,1.977,0.446,concreteSlab,0,1,1,1,0,1,600000
krakow,1,38.41,2.0,2.0,2.0,2022.0,50.01531057,20.02454504,7.59,8.0,0.399,1.684,0.476,0.371,0.519,2.809,0.205,brick,1,1,1,1,0,0,599000
krakow,2,45.1,2.0,2.0,4.0,1970.0,50.0870511,20.01627795,6.58,23.0,0.251,0.683,0.309,0.128,0.205,1.158,0.148,brick,1,0,0,0,0,1,675000
krakow,1,55.57,3.0,2.0,3.0,2022.0,50.0450968,19.9691749,2.47,12.0,0.676,0.576,0.489,0.286,0.075,1.523,0.142,brick,1,1,1,1,0,0,1050273
krakow,1,34.0,2.0,3.0,6.0,2022.0,50.04228092,19.95231554,1.75,37.0,0.086,0.91,0.281,0.173,0.233,1.165,0.398,brick,1,0,1,1,0,0,770000
krakow,2,73.3,3.0,7.0,7.0,2004.0,50.0886461433868,19.9352436123313,3.72,17.0,0.442,0.164,0.553,0.493,0.084,0.681,0.1,brick,1,1,1,1,0,0,1150000
krakow,2,36.0,2.0,6.0,10.0,1968.0,50.0814304,19.89339336,4.33,9.0,0.098,0.624,0.579,0.52,0.366,0.955,0.228,concreteSlab,1,0,0,1,0,0,522000
krakow,2,73.74,4.0,1.0,4.0,1989.0,50.0284713,19.91957768,3.27,22.0,0.134,0.095,0.244,0.176,0.112,1.732,0.092,concreteSlab,1,0,1,0,0,1,950000
krakow,2,41.6,2.0,2.0,4.0,1980.0,50.08309717,19.96277619,3.55,10.0,0.242,0.168,0.157,0.146,0.124,2.052,0.151,concreteSlab,0,1,1,0,0,1,549000
krakow,1,81.56,4.0,3.0,3.0,2014.0,49.99420581,19.94713409,6.82,8.0,0.097,1.752,0.287,0.169,0.395,1.561,0.071,brick,1,0,1,1,0,0,897000
krakow,1,66.0,4.0,1.0,4.0,2022.0,50.10167095,19.95441036,5.28,4.0,0.496,1.038,0.58,0.345,0.07,2.666,0.553,brick,1,1,0,1,0,1,899000
krakow,1,60.32,2.0,14.0,15.0,2022.0,50.0789,19.8934,4.15,12.0,0.285,0.667,0.45,0.333,0.141,0.675,0.157,brick,1,0,1,1,0,0,1350000
krakow,2,68.47,3.0,12.0,12.0,2010.0,50.0711,19.9011,3.19,18.0,0.076,0.142,0.296,0.236,0.217,0.494,0.127,brick,1,0,1,1,0,0,1120000
krakow,1,60.8,3.0,6.0,8.0,2011.0,50.05601,19.959362,1.5,18.0,0.15,0.195,0.525,0.108,0.132,0.355,0.36,brick,1,1,1,0,0,0,1520000
krakow,2,44.0,3.0,4.0,4.0,1973.0,50.0869312,20.01693013,6.61,23.0,0.266,0.678,0.34,0.169,0.165,1.204,0.113,concreteSlab,1,1,0,0,0,1,550000
krakow,1,61.0,2.0,1.0,1.0,2005.0,50.06705598,19.87334028,4.83,7.0,0.567,1.712,0.379,1.456,0.153,1.661,0.538,brick,1,1,1,0,0,1,1090000
krakow,1,46.76,3.0,15.0,15.0,2022.0,50.0789,19.8934,4.15,12.0,0.285,0.667,0.45,0.333,0.141,0.675,0.157,brick,1,0,1,1,0,0,1100000
krakow,1,46.73,3.0,13.0,14.0,2022.0,50.0789,19.8937,4.13,12.0,0.277,0.687,0.429,0.342,0.157,0.673,0.14,brick,1,0,1,1,0,0,1100000
krakow,1,48.37,2.0,5.0,6.0,2015.0,50.0345918,19.93293,2.34,9.0,0.132,0.778,0.476,0.44,0.354,1.496,0.484,brick,1,1,1,1,0,0,889000
krakow,2,62.0,3.0,2.0,4.0,1980.0,50.0168971,20.0246853,7.49,6.0,0.245,1.736,0.61,0.288,0.499,2.661,0.322,concreteSlab,0,0,1,0,0,1,639000
krakow,3,63.2,3.0,3.0,4.0,1920.0,50.05584378,19.90920067,2.09,4.0,0.371,0.784,0.649,0.706,0.21,0.681,0.662,brick,1,0,1,0,0,0,1150000
krakow,1,45.0,2.0,4.0,5.0,2022.0,50.0713956,19.954938,2.14,14.0,0.444,0.328,0.414,0.4,0.252,0.899,0.174,brick,1,0,0,1,0,0,999000
krakow,2,36.1,2.0,3.0,4.0,1967.0,50.087203,20.016296,6.59,24.0,0.234,0.667,0.294,0.115,0.217,1.15,0.161,concreteSlab,0,0,0,0,0,1,468000
krakow,1,99.13,3.0,3.0,3.0,2008.0,50.0247742,19.91679391,3.73,19.0,0.161,0.324,0.397,0.205,0.207,2.141,0.274,brick,1,1,0,0,0,0,1385000
krakow,1,70.66,3.0,1.0,6.0,2012.0,50.0581651,19.9520195,1.02,36.0,0.164,0.387,0.065,0.267,0.127,0.387,0.099,brick,1,1,1,1,0,0,1090000
krakow,1,90.0,4.0,5.0,6.0,1993.0,50.070085,20.03892,7.36,21.0,0.124,0.701,0.11,0.043,0.311,0.828,0.348,brick,0,1,1,1,0,1,1200000
krakow,1,84.5,4.0,1.0,4.0,2023.0,50.10178975,19.95520341,5.31,4.0,0.465,1.044,0.56,0.288,0.114,2.714,0.532,brick,1,1,1,1,0,1,1250000
krakow,3,49.0,2.0,3.0,5.0,1920.0,50.0503405,19.9411686,0.58,125.0,0.153,0.351,0.17,0.206,0.01,0.286,0.133,brick,1,0,1,1,0,0,1104700
krakow,2,44.09,2.0,2.0,4.0,1968.0,50.0907799,20.0180637,6.92,23.0,0.17,0.257,0.27,0.254,0.032,1.116,0.264,brick,0,1,0,0,0,1,497000
krakow,1,41.0,2.0,3.0,3.0,2018.0,50.0849912,19.8846363,5.06,15.0,0.198,0.302,0.497,0.167,0.07,1.528,0.389,brick,1,1,1,1,0,0,730000
krakow,2,61.05,3.0,3.0,3.0,1955.0,50.07410821,20.03700256,7.34,28.0,0.373,1.131,0.402,0.155,0.09,0.372,0.118,brick,1,0,0,0,0,0,702450
krakow,2,57.64,4.0,2.0,4.0,1982.0,50.0165363,20.0067187,6.51,19.0,0.163,0.596,0.236,0.265,0.298,2.314,0.193,concreteSlab,0,1,1,0,0,0,690000
krakow,2,39.5,2.0,3.0,3.0,2005.0,50.0105051,19.9648826,5.33,14.0,0.506,0.541,0.166,0.045,0.036,0.671,0.213,brick,0,1,1,0,1,1,487000
krakow,1,29.0,1.0,5.0,5.0,2022.0,50.0468427,19.9723587,2.6,11.0,0.816,0.682,0.345,0.443,0.235,1.566,0.235,brick,1,0,1,1,0,0,569000
krakow,1,44.22,2.0,1.0,3.0,2006.0,50.0164802,19.9091142,4.8,6.0,0.913,0.621,0.322,0.153,0.334,3.126,0.262,brick,1,1,0,0,1,1,615000
krakow,2,64.0,3.0,2.0,10.0,1990.0,50.0933562,19.9918617,5.7,11.0,0.377,2.017,0.164,0.479,0.463,0.778,0.182,concreteSlab,0,1,0,1,0,0,650000
krakow,3,29.16,2.0,3.0,3.0,1890.0,50.0674025,19.9379107,1.35,86.0,0.024,0.405,0.224,0.034,0.021,0.339,0.154,brick,0,0,0,1,0,1,658595
krakow,3,26.28,2.0,3.0,3.0,1890.0,50.0674025,19.9379107,1.35,86.0,0.024,0.405,0.224,0.034,0.021,0.339,0.154,brick,0,0,0,1,0,1,556139
krakow,3,30.4,2.0,3.0,3.0,1890.0,50.0674025,19.9379107,1.35,86.0,0.024,0.405,0.224,0.034,0.021,0.339,0.154,brick,0,0,0,1,0,1,395025
krakow,3,31.64,2.0,3.0,3.0,1890.0,50.0674025,19.9379107,1.35,86.0,0.024,0.405,0.224,0.034,0.021,0.339,0.154,brick,0,0,0,1,0,1,685100
krakow,2,39.0,2.0,9.0,10.0,1980.0,50.081704,19.8566485,6.53,0.0,0.763,1.803,0.615,0.94,0.515,2.892,0.647,concreteSlab,0,0,1,1,0,1,600000
krakow,2,32.56,1.0,1.0,4.0,1980.0,50.0932861,19.9755199,4.98,12.0,0.394,1.346,0.415,0.212,0.26,1.942,0.077,concreteSlab,0,0,1,0,0,1,400000
krakow,1,59.4,3.0,4.0,4.0,1980.0,50.0959596,19.9467349,4.56,10.0,0.284,0.81,0.256,0.331,0.309,1.828,0.2,concreteSlab,1,0,1,0,0,0,799000
krakow,2,50.87,3.0,3.0,3.0,1952.0,50.0572333,20.0151003,5.48,1.0,1.324,2.407,0.713,0.779,0.919,2.323,0.498,brick,1,0,0,0,0,0,678000
krakow,2,41.0,2.0,4.0,10.0,1966.0,50.0788598089515,19.920747836056,2.91,22.0,0.182,0.696,0.228,0.192,0.352,0.778,0.175,concreteSlab,1,1,1,1,0,1,715000
krakow,2,45.37,2.0,2.0,5.0,1953.0,50.0746258,20.03855953,7.46,29.0,0.248,1.121,0.464,0.104,0.164,0.412,0.06,brick,1,0,0,1,0,0,589000
krakow,2,63.27,3.0,2.0,6.0,1986.0,50.0292123,19.9145313,3.37,21.0,0.307,0.244,0.336,0.423,0.198,1.664,0.246,concreteSlab,0,0,1,1,0,1,775000
krakow,1,33.72,1.0,8.0,10.0,2022.0,50.0561214,19.9627049,1.73,14.0,0.368,0.268,0.469,0.346,0.127,0.59,0.333,brick,1,0,1,1,0,0,799000
krakow,1,69.0,3.0,3.0,6.0,2019.0,50.0802251,19.9576367,3.09,6.0,0.2,0.399,0.484,0.341,0.496,1.758,0.482,brick,1,1,0,1,0,0,1100000
krakow,1,48.39,3.0,3.0,5.0,2023.0,50.03958178,19.97489769,3.14,1.0,1.222,0.863,0.445,0.729,0.538,2.183,0.647,brick,1,1,1,1,0,0,899000
krakow,3,70.0,2.0,2.0,4.0,1936.0,50.055995,19.959208,1.48,18.0,0.142,0.187,0.523,0.097,0.143,0.344,0.355,brick,1,0,1,0,0,1,1470000
krakow,1,72.0,3.0,1.0,3.0,2001.0,50.06744056,19.85389567,6.18,0.0,0.882,2.667,1.592,2.155,0.527,2.98,1.879,brick,1,0,1,0,0,1,1330000
krakow,1,61.74,3.0,4.0,5.0,2009.0,50.0787718,19.90663677,3.46,6.0,0.542,0.888,0.511,0.278,0.292,0.962,0.37,brick,1,1,1,1,0,0,1050000
krakow,2,59.2,2.0,3.0,3.0,2002.0,50.0691985,19.9303642,1.65,45.0,0.127,0.401,0.209,0.219,0.214,0.406,0.255,brick,1,0,0,0,0,0,699000
krakow,2,28.45,1.0,7.0,10.0,2014.0,50.0138639,19.97767935,5.39,12.0,0.29,0.626,0.399,0.376,0.373,1.631,0.344,brick,1,1,0,1,0,0,439000
krakow,3,64.0,2.0,2.0,3.0,1932.0,50.0683966,19.9208205,1.92,25.0,0.111,0.587,0.169,0.326,0.145,0.576,0.171,brick,0,0,1,0,0,1,785000
krakow,2,56.8,3.0,3.0,10.0,1978.0,50.010974,19.9781142,5.69,7.0,0.264,0.803,0.453,0.231,0.488,1.522,0.206,concreteSlab,0,1,1,1,0,1,647000
krakow,2,73.74,4.0,1.0,4.0,1989.0,50.028138,19.9179569,3.36,23.0,0.049,0.041,0.278,0.165,0.065,1.765,0.042,concreteSlab,0,0,1,0,0,1,950000
krakow,1,33.72,1.0,8.0,10.0,2022.0,50.0561214,19.9627049,1.73,14.0,0.368,0.268,0.469,0.346,0.127,0.59,0.333,brick,1,0,1,1,0,0,799000
krakow,1,50.0,2.0,5.0,9.0,2022.0,50.0561214,19.9627049,1.73,14.0,0.368,0.268,0.469,0.346,0.127,0.59,0.333,brick,1,1,1,1,0,0,1240000
krakow,3,42.53,3.0,4.0,4.0,1930.0,50.049499,19.93903,0.65,84.0,0.147,0.328,0.281,0.151,0.171,0.142,0.286,brick,0,0,0,0,0,0,930000
krakow,1,70.0,3.0,5.0,5.0,1993.0,50.0739632,19.9176286,2.55,31.0,0.275,0.108,0.11,0.026,0.1,0.194,0.126,brick,1,1,0,1,0,0,1029000
krakow,3,70.0,2.0,2.0,3.0,1876.0,50.0459078,19.951169,1.38,43.0,0.079,0.658,0.145,0.584,0.103,0.915,0.136,brick,1,0,0,0,0,0,1390000
krakow,1,33.4,2.0,2.0,4.0,2023.0,50.0559464395568,19.9760380767382,2.68,3.0,0.634,0.866,0.318,0.497,0.581,1.4,0.333,brick,0,1,1,1,1,0,670000
krakow,1,32.0,1.0,5.0,9.0,2022.0,50.0561214,19.9627049,1.73,14.0,0.368,0.268,0.469,0.346,0.127,0.59,0.333,brick,1,0,1,1,0,0,749000
krakow,2,63.01,3.0,4.0,4.0,2003.0,50.0882277,19.9086365,4.23,15.0,0.369,1.203,0.297,0.168,0.196,1.604,0.332,brick,0,0,1,0,0,0,819000
krakow,1,42.08,2.0,3.0,7.0,2014.0,50.0312793,19.9202518,2.97,20.0,0.26,0.343,0.134,0.449,0.182,1.425,0.344,brick,1,1,0,1,0,0,699000
krakow,2,51.55,3.0,2.0,5.0,2020.0,50.06528505,20.02319601,6.15,2.0,0.78,1.634,0.992,0.291,0.764,1.488,0.331,brick,1,1,1,1,0,0,856000
krakow,2,28.45,1.0,7.0,10.0,2014.0,50.0109271,19.9742323,5.56,7.0,0.129,0.613,0.239,0.047,0.269,1.262,0.079,brick,1,1,0,1,0,0,439000
krakow,2,69.0,3.0,1.0,3.0,1955.0,50.07410821,20.03700256,7.34,28.0,0.373,1.131,0.402,0.155,0.09,0.372,0.118,brick,0,0,1,0,0,1,749000
krakow,2,57.0,4.0,1.0,4.0,1970.0,50.0968549,20.01405884,7.1,22.0,0.349,0.634,0.277,0.104,0.305,0.926,0.204,brick,0,0,1,0,0,1,600000
krakow,2,60.32,2.0,1.0,1.0,1960.0,50.0537991,19.9596698,1.52,18.0,0.363,0.402,0.674,0.287,0.317,0.39,0.173,brick,0,0,1,1,0,1,698000
krakow,2,39.2,2.0,1.0,2.0,1969.0,50.0965,20.0574,9.65,10.0,0.226,1.92,0.248,0.186,0.32,2.762,0.272,brick,0,0,1,0,0,0,515000
krakow,2,71.68,4.0,3.0,3.0,2018.0,50.0886665,19.9157904,4.05,8.0,0.216,1.274,0.346,0.055,0.338,1.156,0.181,brick,1,1,0,0,0,0,1250000
krakow,2,35.41,2.0,7.0,8.0,1980.0,50.0836637,19.96352048,3.63,12.0,0.215,0.223,0.078,0.123,0.042,2.117,0.071,concreteSlab,1,1,0,1,0,1,599000
krakow,1,63.25,3.0,4.0,7.0,2016.0,50.0571549,19.9595837,1.52,18.0,0.143,0.175,0.404,0.17,0.126,0.423,0.286,brick,1,1,0,1,0,0,1170000
krakow,2,71.6,4.0,3.0,10.0,1984.0,50.0828462,19.9713773,3.86,21.0,0.286,0.782,0.073,0.144,0.24,2.133,0.246,concreteSlab,0,0,1,1,0,0,930000
krakow,2,69.0,3.0,1.0,4.0,1950.0,50.07899431,20.04234173,7.87,34.0,0.111,1.494,0.11,0.075,0.211,0.653,0.247,brick,0,0,1,0,0,1,765000
krakow,2,63.0,3.0,5.0,8.0,1964.0,50.0728,19.981395,3.63,17.0,0.23,0.521,0.182,0.38,0.071,1.661,0.09,concreteSlab,0,0,0,0,0,1,819000
krakow,1,63.0,2.0,4.0,6.0,2009.0,50.053056,19.910833,1.99,5.0,0.408,0.648,0.461,0.924,0.487,0.36,0.522,brick,1,1,0,1,0,0,1450000
krakow,2,60.28,3.0,2.0,2.0,2006.0,50.0175683,19.9256174,4.29,10.0,0.191,0.208,0.192,0.142,0.532,2.632,0.157,brick,1,1,1,0,0,0,1100000
krakow,1,46.76,2.0,14.0,14.0,2022.0,50.0784863,19.8940399,4.09,11.0,0.304,0.726,0.398,0.316,0.155,0.624,0.161,brick,1,1,1,1,0,0,969000
krakow,1,68.0,4.0,4.0,7.0,2010.0,50.0764411,20.01214602,5.76,24.0,0.359,1.893,0.33,0.332,0.122,1.55,0.341,brick,0,0,1,1,0,1,960000
krakow,2,63.0,3.0,5.0,8.0,1983.0,50.0729057,19.9832841,3.75,18.0,0.125,0.499,0.058,0.308,0.175,1.782,0.049,concreteSlab,0,1,1,1,0,1,819000
krakow,2,50.0,3.0,4.0,4.0,1970.0,50.0192559,19.9813984,5.05,18.0,0.134,0.966,0.147,0.175,0.062,2.199,0.023,brick,0,1,0,0,0,1,539000
krakow,1,40.18,2.0,1.0,8.0,2020.0,50.05497732,19.9634947,1.79,10.0,0.463,0.397,0.602,0.421,0.245,0.636,0.467,brick,1,0,1,1,0,0,929000
krakow,1,55.68,2.0,1.0,7.0,2009.0,50.0797091,19.92593515,2.86,15.0,0.229,0.64,0.237,0.118,0.062,0.514,0.236,brick,1,1,1,1,0,0,949000
krakow,1,45.24,2.0,1.0,5.0,2016.0,50.084167,19.990278,4.9,3.0,0.581,1.802,0.899,0.457,0.484,1.307,0.49,brick,1,1,1,1,0,0,723900
krakow,2,73.74,4.0,1.0,4.0,1989.0,50.0284713,19.91957768,3.27,22.0,0.134,0.095,0.244,0.176,0.112,1.732,0.092,concreteSlab,0,0,1,0,0,1,950000
krakow,1,33.4,2.0,1.0,3.0,2021.0,50.0766319,19.9553353,2.66,10.0,0.48,0.83,0.354,0.387,0.275,1.411,0.419,brick,1,0,0,1,0,0,600000
krakow,3,60.25,2.0,3.0,3.0,1876.0,50.05907096,19.9432854,0.54,119.0,0.06,0.468,0.062,0.057,0.023,0.614,0.091,brick,0,0,0,0,0,0,990000
krakow,1,117.4,4.0,4.0,4.0,2010.0,50.08180629,19.95503426,3.18,6.0,0.096,0.422,0.247,0.275,0.291,1.803,0.227,brick,1,1,1,1,0,0,1550000
krakow,2,66.4,3.0,2.0,3.0,1995.0,50.0242823,19.9076341,4.09,14.0,0.604,0.543,0.383,0.162,0.295,2.315,0.289,brick,0,0,1,0,1,1,769000
krakow,1,79.0,4.0,2.0,3.0,2011.0,50.0941961,19.9027831,5.02,4.0,0.935,0.772,0.965,0.179,0.481,2.268,0.304,brick,1,1,0,1,0,0,1260000
krakow,2,53.74,2.0,3.0,5.0,1999.0,50.010938,19.946945,4.97,7.0,0.345,0.853,0.587,0.32,0.182,0.943,0.361,brick,0,0,1,0,0,0,645000
krakow,3,70.0,3.0,1.0,4.0,1900.0,50.0629166,19.9469367,1.04,72.0,0.372,0.195,0.258,0.558,0.278,0.643,0.189,brick,0,1,0,0,0,1,1049000
krakow,1,36.61,2.0,2.0,6.0,2020.0,50.07844055,19.95124581,2.73,2.0,0.39,0.853,0.646,0.187,0.628,1.461,0.557,brick,1,0,1,1,0,0,670000
krakow,1,44.86,2.0,4.0,4.0,1950.0,50.0748893,20.0523614,8.42,11.0,0.163,1.108,0.393,0.23,0.699,1.337,0.46,brick,1,1,1,1,0,0,625000
krakow,2,57.0,3.0,7.0,9.0,1970.0,50.0773371,19.9200627,2.78,21.0,0.105,0.521,0.204,0.208,0.182,0.605,0.282,brick,0,0,0,1,0,0,832200
krakow,1,47.0,2.0,14.0,14.0,2022.0,50.0771,19.8927,4.07,9.0,0.171,0.721,0.501,0.136,0.11,0.491,0.342,brick,1,1,1,1,0,0,934000
krakow,1,56.0,2.0,1.0,3.0,2016.0,50.0784293,20.0508618,8.43,16.0,0.184,1.283,0.502,0.32,0.408,1.227,0.403,brick,1,0,1,1,0,0,829900
krakow,3,68.02,3.0,1.0,3.0,1900.0,50.0629166,19.9469367,1.04,72.0,0.372,0.195,0.258,0.558,0.278,0.643,0.189,brick,0,1,1,0,0,1,1049000
krakow,2,60.2,2.0,1.0,3.0,1994.0,50.0513,19.9479,0.81,130.0,0.074,0.607,0.232,0.553,0.028,0.638,0.241,brick,1,1,1,0,0,1,1080000
krakow,1,52.0,2.0,1.0,1.0,1992.0,50.05909447,19.89564089,3.08,5.0,0.218,0.11,1.414,0.355,0.474,1.498,0.098,brick,0,1,1,0,0,0,1100000
krakow,1,66.35,2.0,3.0,6.0,2015.0,50.0581651,19.9520195,1.02,36.0,0.164,0.387,0.065,0.267,0.127,0.387,0.099,brick,1,0,1,1,0,0,928900
krakow,2,90.0,4.0,5.0,6.0,1993.0,50.0699951308701,20.0388460082568,7.35,20.0,0.123,0.698,0.11,0.053,0.307,0.834,0.355,brick,1,0,0,1,0,1,1200000
krakow,3,47.0,3.0,3.0,3.0,1930.0,50.0667084,19.9596796,1.98,21.0,0.474,0.304,0.222,0.53,0.048,0.277,0.437,brick,1,0,0,0,0,0,599000
krakow,2,58.0,3.0,3.0,5.0,2014.0,50.0672532479145,19.9841199039349,3.52,8.0,0.705,0.133,0.452,0.122,0.146,1.613,0.648,brick,1,0,1,1,0,0,974400
krakow,1,39.15,2.0,2.0,5.0,2022.0,50.01154995,19.8922655,5.88,9.0,0.375,0.702,0.73,0.284,0.264,4.05,0.402,brick,1,1,0,1,0,0,600000
